86	1439778073,3437,1 1447361135,7930,1
88	1427546084,53233,1
89	1399681984,36189,1 1400942754,30334,1
90	1434590439,53252,1 1449186451,46149,1
91	1488218325,30011,1 1488859445,30011,1 1489553858,30011,1 1489635172,30011,1 1490158617,30011,1 1490328375,30011,1 1490673707,30011,1 1490932277,30011,1 1491277631,30011,1 1491537766,30011,1 1491969217,30011,1 1492141912,30011,1 1492394677,30011,1 1492577367,30011,1 1492661055,30011,1 1493178899,30011,1
92	1436773322,18310,1
93	1393132899,51187,1
94	1480572805,19150,1
95	1438170397,19251,1 1439361366,19251,1
96	1446287772,7924,1
97	1423293515,34823,1 1431738727,3242,1 1489031458,34747,1
98	1452049839,25283,1 1464151571,25283,1 1465803465,25283,1 1466490375,25283,1 1467727777,25283,1
99	1427343189,23863,1
100	1450454041,37896,1 1452760578,27202,1 1453281710,37896,1 1460040714,13730,1
101	1480476401,34446,1
102	1427298420,8193,1 1490021230,33177,1
103	1393369776,9926,1
104	1450255170,9921,1
105	1449486852,106,1 1492676250,106,1
106	1389686046,3242,1 1390450561,3242,1 1391370355,18440,1 1394575859,25860,1 1395493605,25860,1 1396506949,25860,1 1396677479,3242,1 1397168607,39926,1 1398129200,6867,1 1398691025,3242,1 1400205518,18440,1 1400420066,18440,1 1400469768,3242,1 1400618227,3242,1 1401088875,39926,1 1401089634,3242,1 1401459572,34456,1 1401850261,3242,1 1403410028,39926,1 1403608355,3242,1 1410005249,39926,1 1410516635,39926,1 1411885390,18401,1 1413123693,50867,1 1414482858,25860,1 1415420138,35053,1 1415867657,39926,1 1416174165,48858,1 1416308819,39926,1 1417310337,18401,1 1418130323,29152,1 1418552880,51187,1 1418715762,39926,1 1419168858,24480,1 1419238749,18440,1 1420090649,36922,1 1421114152,39926,1 1421376983,49510,1 1421573475,25860,1 1421925383,22033,1 1422153431,39926,1 1422573095,22033,1 1422716704,48858,1 1423183136,34456,1 1423265145,53261,1 1423292528,39926,1 1423381916,47937,1 1423851484,39926,1 1424254185,39926,1 1424276561,3242,1 1424461678,39926,1 1424563870,39926,1 1424656202,33533,1 1424875889,39926,1 1424900787,25860,1 1424909601,49510,1 1425196457,39926,1 1425424520,25860,1 1425513707,47937,1 1425526720,22033,1 1425567551,3242,1 1425889670,39926,1 1425915872,3242,1 1426222393,3242,1 1426938645,39926,1 1427791225,39926,1 1428012683,39926,1 1428966595,39926,1 1429074837,39926,1 1429244578,27663,1 1429432360,39926,1 1430002252,33722,1 1430987077,18440,1 1431389409,39926,1 1431750344,39926,1 1431996661,34976,1 1432477734,25860,1 1433673560,37112,1 1433685057,19251,1 1434236980,3242,1 1434248553,34747,1 1434859335,53016,1 1435621412,25860,1 1435629181,29152,1 1435974749,52809,1 1435982273,53035,1 1436585361,3242,1 1436745254,3242,1 1436829728,39926,1 1437058950,39926,1 1437183263,35053,1 1437258142,3076,1 1437355991,22033,1 1437915638,53261,1 1437993433,19034,1 1438995512,3242,1 1439523775,31570,1 1439885464,34456,1 1440227196,3242,1 1440676891,15573,1 1441251137,25860,1 1441380125,47937,1 1441404199,3242,1 1441620469,18401,1 1441792722,20430,1 1442033321,28076,1 1442082330,39926,1 1442151625,40006,1 1442228831,3242,1 1442504912,39817,1 1443873743,39926,1 1443932777,44816,1 1444124005,39926,1 1444179508,20313,1 1444887037,39926,1 1445343642,39926,1 1446560254,15332,1 1446647497,5566,1 1447126363,11037,1 1447744602,3242,1 1447804611,13397,1 1448814545,39414,1 1448841325,42599,1 1448926472,3242,1 1450401216,35053,1 1450421114,39926,1 1450640473,39926,1 1451018994,19251,1 1451118698,17998,1 1451203974,3242,1 1451369278,39926,1 1451738226,47937,1 1451885515,3242,1 1452048038,26476,1 1452130588,48212,1 1452262282,39926,1 1452355530,29278,1 1452400462,18440,1 1452551666,15573,1 1452571703,29278,1 1452614661,51187,1 1452707111,33559,1 1453173979,29612,1 1453289580,11322,1 1453755696,29380,1 1453877426,44822,1 1453933150,46012,1 1453988544,3242,1 1454301315,46857,1 1454372211,16806,1 1454682500,3242,1 1454763379,39926,1 1454841413,22033,1 1454972631,3242,1 1454995532,44822,1 1455418427,3242,1 1455851201,3242,1 1456193327,36715,1 1456227334,39926,1 1456304600,11721,1 1456559687,3242,1 1456879840,22033,1 1456894207,3903,1 1457183685,3242,1 1457217452,25860,1 1457250007,28076,1 1457274639,22033,1 1457296543,39817,1 1457429327,43595,1 1458184607,3242,1 1458372306,5904,1 1458433172,53373,1 1459076110,3242,1 1459589395,47615,1 1459875598,22111,1 1459972698,39926,1 1460165881,37415,1 1460299443,22111,1 1460423723,53112,1 1460856448,3242,1 1460932491,37415,1 1461570104,22111,1 1461919943,53112,1 1462495843,16709,1 1462676327,34456,1 1462767547,24225,1 1462903361,18357,1 1463269525,39812,1 1463360115,39926,1 1463376578,26034,1 1463414251,47937,1 1463451915,13397,1 1463558333,33855,1 1463914906,18357,1 1464056996,18440,1 1464156614,3242,1 1464229813,18144,1 1464291997,49510,1 1464710947,53461,1 1464769966,22111,1 1464802180,53461,1 1465170975,39926,1 1465319979,43730,1 1465547047,39926,1 1465977687,47937,1 1466148969,53261,1 1466228478,35053,1 1466668406,15332,1 1466902618,39414,1 1467075342,25860,1 1467177443,3242,1 1467511576,39926,1 1467686448,46234,1 1467702113,16709,1 1467728919,52538,1 1467823915,33533,1 1468080630,42161,1 1468185528,39926,1 1468857822,39926,1 1468875971,29152,1 1469161103,39926,1 1469287742,33900,1 1469498992,13724,1 1469569630,39926,1 1469611393,40524,1 1469628728,26761,1 1469642126,34747,1 1469746761,49510,1 1469964918,35053,1 1470024516,35694,1 1470205864,42834,1 1470498759,33705,1 1470566099,12933,1 1470568776,3242,1 1470617013,35694,1 1470692043,44822,1 1470715094,39926,1 1470880273,3242,1 1471080450,39926,1 1471166292,25860,1 1471216988,3242,1 1471729822,24225,1 1471853725,32409,1 1471877109,20194,1 1472137406,39926,1 1472195287,5527,1 1472256234,10647,1 1472557874,22111,1 1472574346,39926,1 1472628378,30334,1 1473219135,21373,1 1473334097,44598,1 1473348749,39926,1 1473642392,42161,1 1473650433,39926,1 1473690303,39517,1 1473724734,18440,1 1473870763,53112,1 1473927575,3242,1 1474242905,39414,1 1474412753,28318,1 1474446820,50440,1 1474573487,53016,1 1474780509,3242,1 1474873449,3242,1 1474885171,39926,1 1475082504,9292,1 1475256380,53261,1 1475507627,18440,1 1475518318,11723,1 1475542730,22033,1 1475556996,28318,1 1475715894,39926,1 1475957931,42945,1 1476150421,3242,1 1476395441,23428,1 1476661466,3242,1 1476752585,8992,1 1476927490,33177,1 1477014486,39926,1 1477712733,43008,1 1477714538,3242,1 1477875333,18440,1 1478072022,25860,1 1478137930,39926,1 1478518728,39514,1 1478577280,34340,1 1478598268,25860,1 1478637124,39926,1 1478642503,23428,1 1478760356,18440,1 1478932642,23428,1 1479382561,35694,1 1480200960,23428,1 1480337579,25860,1 1480437156,23428,1 1480441415,51775,1 1480540979,23428,1 1480554264,47937,1 1480603285,34456,1 1480739852,33900,1 1480898280,13022,1 1481357087,44953,1 1481484587,51187,1 1481636847,39926,1 1481665067,29612,1 1481682199,3242,1 1481780562,3242,1 1481922070,25860,1 1481947148,39414,1 1482337619,23428,1 1482765896,3242,1 1483078431,28318,1 1483198235,39926,1 1483418693,23428,1 1483494608,39926,1 1483560045,18440,1 1483790750,23428,1 1483915130,19251,1 1483920485,40940,1 1483978519,3242,1 1484203860,39926,1 1484420870,23428,1 1484548687,23428,1 1484613555,48212,1 1484879265,28897,1 1484951750,47937,1 1485052290,39926,1 1485222637,34415,1 1485282534,42161,1 1485366761,44822,1 1485384526,3242,1 1485501873,35053,1 1485528039,25860,1 1485756832,25860,1 1485926200,23428,1 1486005639,46529,1 1486097579,3242,1 1486154821,39926,1 1486801312,3242,1 1487202795,39514,1 1487323098,39926,1 1487465931,29152,1 1487882068,18039,1 1488736574,25860,1 1488860495,10236,1 1488983141,10647,1 1489362125,39926,1 1489536988,3242,1 1489845656,39926,1 1490857794,3242,1 1490978510,35280,1 1491028545,22111,1 1491099387,30458,1 1491167107,35301,1 1491215330,48614,1 1491241889,39926,1 1491327886,18401,1 1491376023,39926,1 1491555938,3242,1 1491675251,3242,1 1491927878,53780,1 1492617519,22033,1 1492743821,38745,1 1493016811,39926,1 1493021875,38901,1 1493121797,36922,1 1493187045,53323,1 1493313956,30957,1
109	1480478621,106,1
113	1391492554,14429,1 1391663115,14429,1 1394767728,14429,1 1396565169,14429,1 1402447197,14429,1 1403126517,14429,1 1405585874,14429,1 1408505055,14429,1 1408671378,14429,1 1409222592,14429,1 1409890561,14429,1 1410755381,14429,1 1412828438,14429,1
115	1433282679,14429,1 1434596958,14429,1 1438145487,14429,1 1439930355,14429,1 1440579200,14429,1 1443610914,3242,1 1443610914,14429,1 1446069672,43978,1 1447229398,43978,1 1449066810,3242,1 1451959053,36006,1 1452125440,43978,1 1453180074,14429,1 1454318807,36091,1 1457343983,14435,1 1462765310,14429,1 1464572235,14429,1 1467036264,14429,1 1475661957,14429,1 1476395421,14429,1
116	1430354484,40287,1 1432717921,14429,1 1442222274,14429,1 1444416354,14429,1
117	1469970196,36091,1
118	1391676974,14429,1 1393190580,14429,1 1395884858,14429,1 1397620127,14429,1 1399071639,14429,1 1402493293,14429,1 1406517399,14429,1 1410100091,14429,1 1412145482,14429,1 1417055685,14429,1 1426725806,14429,1 1432801774,14429,1 1433293909,14429,1 1434541464,14429,1 1458075728,35998,1 1470638156,21134,1
119	1466225091,21140,1
120	1481124128,24070,1
121	1467996511,53016,1
123	1486543463,106,1
124	1395309868,47911,1 1396342634,48038,1 1397376404,46366,1 1421296276,34542,1
125	1406812606,36720,1
126	1442062982,43915,1
127	1451219975,43913,1
129	1455033047,43915,1
132	1437809701,42799,1 1462056204,42799,1 1465359916,42799,1 1473314756,42799,1
133	1420008384,3242,1 1437676230,48667,1 1440247866,21237,1
134	1424781424,16937,1 1434015782,16741,1 1434159355,16741,1 1438405243,16741,1 1439170807,16741,1 1439502211,16741,1 1440897781,16741,1 1466303136,16741,1
135	1438123030,134,1
136	1447547527,5684,1
137	1458491040,35053,1
138	1399190584,30835,1 1493341724,26995,1
139	1418769398,5588,1 1462174270,40625,1
140	1487837277,32849,1
141	1390378422,19935,1 1424322212,42893,1 1478650909,41795,1
142	1392160093,13121,1
143	1483325955,33378,1
144	1477208224,36091,1
145	1458032087,29278,1
146	1394858316,7082,1 1399846270,46031,1 1401070852,46031,1 1401267240,46031,1 1404388701,46031,1 1405581046,46031,1 1412080686,46031,1 1418699198,46031,1 1422053930,46031,1 1427386432,15074,1 1431255186,7082,1 1431862294,46031,1 1432555901,46031,1 1432883233,46031,1 1433201611,46031,1 1435497691,46031,1 1439182940,46031,1 1440338402,46031,1 1441364829,46031,1 1459127968,45412,1 1463134972,7082,1 1475178911,46031,1 1476492768,46031,1 1483973428,46031,1 1489017333,46031,1 1489467889,7082,1
147	1464938290,52935,1
149	1392797487,20304,1 1403732734,10272,1 1492966944,1957,1
150	1461295358,17373,1 1466725354,20288,1 1468148587,17373,1
153	1409904233,29278,1 1442327800,28286,1 1448180832,29278,1 1450955908,29278,1 1468378031,16693,1 1473243203,29278,1 1474109659,15374,1 1475529890,29278,1 1476099080,35053,1 1476508025,27391,1 1479442198,29152,1 1479597684,29320,1 1482499516,28269,1 1483252626,53761,1 1483287674,29278,1 1483400132,29320,1 1483521219,46031,1 1484790379,29278,1 1486440459,46529,1 1488482839,29320,1 1490349637,29278,1 1493190981,29278,1
154	1476978424,13724,1 1477542271,11700,1 1487227195,1918,1
155	1492300409,13724,1 1492904397,13724,1
156	1442313165,43463,1 1456220405,43463,1
158	1429876633,1002,1 1429876633,17998,1
161	1484434177,51620,1
162	1413575458,48212,1
163	1432875689,42161,1 1435117567,7930,1 1467001703,3242,1
164	1466577925,40927,1
166	1490969947,1288,1
168	1464052482,31570,1 1464052482,32409,1 1464052482,40625,1 1464052482,53016,1 1464542108,42161,1 1465207809,48212,1 1465726117,26279,1 1465915696,40625,1 1467361251,13076,1 1483094942,31570,1
172	1492349271,3242,1
174	1463818062,3242,1 1464206273,42161,1 1464577329,3242,1 1465911459,41976,1 1470076362,48946,1 1470182858,9937,1 1471660688,3242,1 1471704851,18922,1 1472049758,3242,1 1472114137,3903,1 1472558155,42161,1 1473174070,44822,1 1474408747,44822,1 1474757783,39414,1 1475372119,53233,1 1476076780,3242,1 1476291150,15386,1 1476814826,23540,1 1477107229,3242,1 1477390678,3242,1 1477419657,3223,1 1478053345,3242,1 1478174317,26079,1 1478244957,22066,1 1478366116,28318,1 1480569995,41833,1 1480870657,3242,1 1480897780,2410,1 1480908224,42161,1 1481106076,53780,1 1481153827,31570,1 1481175856,44822,1 1481544967,24225,1 1481601313,15568,1 1481650541,10408,1 1482042923,35053,1 1482386706,52497,1 1482395109,48212,1 1482821931,41918,1 1483443841,14711,1 1485052355,19251,1 1485131949,3242,1 1486450041,36091,1 1486733408,35053,1 1486941274,184,1 1487002296,18922,1 1487100993,10681,1 1487211553,28491,1 1487660442,10822,1 1488499503,17998,1 1488769310,26476,1 1489980441,3242,1 1490959213,44822,1 1490977087,17998,1 1491542715,19034,1 1491742169,25710,1 1492546116,17998,1 1492575805,20777,1 1492595462,3242,1
175	1491496155,35280,1
177	1453957018,40287,1
178	1429126539,27756,1 1434412117,13076,1 1434663837,40625,1 1436557577,15573,1 1437725013,18144,1 1438050228,53016,1 1438721832,18144,1 1438721832,36091,1 1439864688,18144,1 1439899197,18201,1 1441218098,18144,1 1441218098,53016,1 1441562947,18144,1 1442987420,18144,1 1442987420,48212,1 1444281215,18144,1 1444545018,18144,1 1445008629,51187,1 1445527250,46012,1 1449744107,46012,1 1450292886,18144,1 1450767716,18144,1 1450913433,35053,1 1453303711,18440,1 1455443644,18144,1 1455443644,40625,1 1456577209,53016,1 1458545318,18144,1 1458545318,48212,1 1459331282,18144,1 1460572414,40625,1 1460742813,49149,1 1461239637,37011,1 1461469344,18144,1 1461698710,18144,1 1462789818,48212,1 1463418430,34907,1 1463998850,18144,1 1464139404,18144,1 1464139404,53016,1 1464340983,15573,1 1465073145,18144,1 1465219654,34907,1 1467233989,37011,1 1467233989,40625,1 1468413654,46012,1 1468541086,18144,1 1468541127,46012,1 1469555347,18144,1 1469959408,18201,1 1470383323,18144,1 1471290265,34907,1 1471634439,18144,1 1471634439,37011,1 1472474378,18144,1 1472474378,32409,1 1472618670,31570,1 1472742144,18144,1 1473065978,46012,1 1473157388,37011,1 1475212618,18144,1 1475431822,18144,1 1475842524,18144,1 1476209198,18144,1 1477128165,53016,1 1477463811,18144,1 1477847496,13076,1 1478254508,18144,1 1478585990,18144,1 1479293800,23181,1 1479406827,18144,1 1480691903,11787,1 1480691903,18144,1 1480956518,18144,1 1480956518,48212,1 1481192942,18144,1 1481192942,34907,1 1481192942,46012,1 1482163804,18144,1 1482410649,18144,1 1482682199,18144,1 1482682199,18201,1 1482682199,31570,1 1482682199,40625,1 1483155645,18144,1 1483155645,51187,1 1483488540,18144,1 1483638702,18144,1 1484535503,3242,1 1485056196,18144,1 1485771933,18144,1 1485885964,18144,1 1486203586,15573,1 1486203586,18144,1 1486203586,46012,1 1486370473,49149,1 1486773696,18144,1 1486773696,46012,1 1487243397,18144,1 1487412422,36091,1 1487412422,46012,1 1488479346,18144,1 1488602736,37011,1 1488796566,18144,1 1488796566,46012,1 1489315742,18144,1 1489753360,46012,1 1490092290,34907,1 1490463508,36091,1 1491032070,49149,1 1492152066,40625,1 1492396294,48212,1 1493379794,18201,1
179	1391464624,36943,1 1401765704,36922,1 1411911847,12471,1
180	1469662667,51501,1
181	1464585502,24922,1
182	1478743222,13997,1
183	1425712973,46462,1
185	1407535093,33422,1
186	1403404499,3242,1 1416737455,11542,1 1418719643,35053,1 1434573427,15573,1 1470003766,42599,1
187	1428620357,30256,1
188	1491010629,53152,1
189	1424579433,7930,1 1424590739,22643,1
190	1423216194,14182,1 1434283116,14469,1 1435542302,14469,1 1436750686,14469,1 1437191853,14469,1 1437995979,14469,1 1439177489,14469,1 1439732194,14469,1 1440992431,14469,1 1442233385,14469,1 1445275142,14469,1 1447688062,14469,1 1448282699,14469,1 1448872039,14469,1 1449440813,14469,1 1450047043,14469,1 1450654356,14469,1 1451272867,14469,1 1451862240,14469,1 1452488869,14469,1 1453075775,14469,1 1453699851,14469,1 1454286354,14469,1 1454887407,14469,1 1455508983,14469,1 1456102124,14469,1 1456701488,14469,1 1457322026,14469,1 1457914627,14469,1 1458528773,14469,1 1459121000,14469,1 1459746478,14469,1 1460367503,14469,1 1461471726,14469,1 1462187436,14469,1 1462762248,14469,1 1463437014,14469,1 1463976126,14469,1 1464662211,14469,1 1465167920,14469,1 1466584137,14469,1 1467070021,14469,1 1469407703,14469,1 1478733687,14469,1 1485912000,14469,1
191	1452994120,23273,1
192	1457426290,35053,1
193	1426744202,36269,1
194	1462596296,7842,1
195	1425944534,38779,1 1440487741,2666,1 1473314086,20194,1 1480368936,38781,1
197	1485750119,29221,1
200	1472631645,32296,1
201	1420947879,13899,1 1424326567,22033,1 1432699220,17998,1 1437315432,29335,1 1438261690,3242,1 1441225604,23181,1 1454391657,3242,1 1459990496,2722,1 1464873677,22033,1 1467299370,42161,1 1482368959,46149,1 1484657065,30334,1 1485492251,52953,1 1486514148,46149,1 1488972950,36091,1 1489653301,48212,1 1491657992,52111,1 1492086319,48023,1
202	1430562200,48053,1
203	1439353076,17998,1
204	1486691478,3437,1
205	1438102399,40587,1 1446820975,352,1 1446820975,393,1 1449120330,393,1 1449576281,352,1
207	1391415909,33683,1 1396656980,16869,1 1409122447,51187,1 1417949204,33683,1 1441968130,48212,1 1441971347,28501,1 1478083906,46012,1 1478167100,17998,1
208	1451349307,36624,1 1451350893,33855,1 1451423554,1837,1
209	1420114181,44013,1 1424027664,44013,1
210	1411453263,43206,1
211	1459352812,32872,1 1462733534,34222,1 1468420157,32872,1 1470923951,47506,1 1477340365,23037,1 1488398580,31570,1
212	1428489825,48139,1
213	1482961158,38486,1
214	1473233262,18401,1
215	1441826978,3755,1 1443310516,48212,1 1462167828,3755,1 1481597790,28354,1
216	1429069772,53233,1
220	1448648712,221,1
221	1439496806,15332,1 1447311702,19544,1 1455712472,19544,1 1456028290,19544,1 1484423929,13751,1
225	1417125108,3242,1
227	1430251273,3242,1
229	1389138602,13022,1 1391410098,34335,1 1392014052,13022,1 1397439751,34335,1 1398681730,13022,1 1409646813,17998,1 1445032867,13022,1 1455522363,22547,1 1456570564,13022,1 1459254110,13035,1 1459598639,34335,1 1481163049,13035,1 1486165151,13035,1 1487650007,13035,1 1491988940,13022,1
230	1451926715,234,1
231	1483261948,5923,1 1483966639,5923,1
232	1413906003,48053,1 1439858254,40287,1
233	1421842108,32940,1
234	1410761142,24123,1 1447545812,39243,1 1481174493,5923,1 1483569215,5923,1 1490807277,235,1
235	1393734375,241,1 1394798211,28173,1 1401500246,43520,1 1405484846,241,1 1410603264,27161,1 1418601601,241,1 1423788054,7082,1 1427286949,30544,1 1431742740,44125,1 1431824832,1493,1 1435474519,18315,1 1439102380,234,1 1440347107,51599,1 1449800484,2193,1 1453998767,20117,1 1457949107,17127,1 1462772862,257,1 1465390338,24917,1 1480416830,18310,1 1490322012,6025,1
236	1479280031,2077,1
237	1410317362,18298,1 1442868714,39070,1 1469183926,18298,1 1469183926,24368,1 1473263543,39070,1
239	1414570474,241,1 1458074901,6210,1
240	1409340752,241,1 1458359280,16761,1
